Train_loss,epoch,out_0,out_1,step
1.2965638637542725,24,-0.12272638082504272,-0.1386675387620926,49
1.2639987468719482,49,-0.10556207597255707,-0.1242770180106163,99
1.2308562994003296,74,-0.08600562810897827,-0.10943961143493652,149
1.1849443912506104,99,-0.05628247559070587,-0.08855151385068893,199
1.1087788343429565,124,-0.010180231183767319,-0.052985720336437225,249
1.0081853866577148,149,0.04520615190267563,-0.004084392916411161,299
0.8949658274650574,174,0.1071234941482544,0.05397365242242813,349
0.7675668001174927,199,0.17955785989761353,0.12389114499092102,399
0.6354030966758728,224,0.2566022276878357,0.20287826657295227,449
0.5221869349479675,249,0.32461559772491455,0.2773749530315399,499
0.43883898854255676,274,0.37674859166145325,0.33755072951316833,549
0.38091805577278137,299,0.41446810960769653,0.3828143775463104,599
0.34065747261047363,324,0.44154036045074463,0.41634130477905273,649
0.3120604157447815,349,0.46117550134658813,0.44137629866600037,699
0.2912158966064453,374,0.47562339901924133,0.4603557288646698,749
0.27565014362335205,399,0.48639312386512756,0.4749760329723358,799
0.2637794315814972,424,0.4945007860660553,0.4864053726196289,849
0.25456303358078003,449,0.5006436705589294,0.49545758962631226,899
0.24729754030704498,474,0.5053105354309082,0.5027098059654236,949
0.24149394035339355,499,0.5088523626327515,0.508579671382904,999
0.23680472373962402,524,0.5115253925323486,0.5133741497993469,1049
0.23297597467899323,549,0.5135208964347839,0.5173241496086121,1099
0.2298201620578766,574,0.5149833559989929,0.5206043720245361,1149
0.22719527781009674,599,0.5160231590270996,0.523349940776825,1199
0.22499269247055054,624,0.5167261958122253,0.5256660580635071,1249
0.22312882542610168,649,0.5171588063240051,0.527634859085083,1299
0.22153759002685547,674,0.51737380027771,0.5293222069740295,1349
0.2201671153306961,699,0.5174126029014587,0.5307803153991699,1399
0.21897540986537933,724,0.51730877161026,0.5320519208908081,1449
0.2179291993379593,749,0.5170884132385254,0.5331711173057556,1499
0.21700172126293182,774,0.5167726874351501,0.5341655611991882,1549
0.2161707729101181,799,0.5163784027099609,0.535058319568634,1599
0.21541880071163177,824,0.515919029712677,0.5358676910400391,1649
0.21473105251789093,849,0.515404999256134,0.5366091728210449,1699
0.21409521996974945,874,0.5148448348045349,0.5372957587242126,1749
0.21350134909152985,899,0.5142453908920288,0.5379379391670227,1799
0.21294093132019043,924,0.5136115550994873,0.538544774055481,1849
0.21240706741809845,949,0.5129473209381104,0.5391235947608948,1899
0.21189378201961517,974,0.5122554302215576,0.5396807789802551,1949
0.21139593422412872,999,0.5115377902984619,0.5402218699455261,1999
0.2109093815088272,1024,0.5107957720756531,0.5407512784004211,2049
0.21043051779270172,1049,0.5100298523902893,0.5412729382514954,2099
0.2099560648202896,1074,0.5092400312423706,0.5417903661727905,2149
0.2094832956790924,1099,0.5084258913993835,0.5423065423965454,2199
0.20900970697402954,1124,0.507586658000946,0.5428242087364197,2249
0.20853298902511597,1149,0.5067207217216492,0.5433458685874939,2299
0.20805144309997559,1174,0.5058267116546631,0.5438734292984009,2349
0.20756274461746216,1199,0.5049025416374207,0.544409453868866,2399
0.2070656716823578,1224,0.5039457082748413,0.544955313205719,2449
0.2065580189228058,1249,0.5029535293579102,0.5455134510993958,2499
0.20603860914707184,1274,0.5019230246543884,0.5460852384567261,2549
0.20550553500652313,1299,0.5008507370948792,0.5466728210449219,2599
0.20495733618736267,1324,0.49973276257514954,0.5472778677940369,2649
0.2043921798467636,1349,0.4985649585723877,0.5479024648666382,2699
0.20380854606628418,1374,0.49734267592430115,0.5485484004020691,2749
0.20320451259613037,1399,0.4960605204105377,0.5492178797721863,2799
0.2025780975818634,1424,0.4947131276130676,0.549913227558136,2849
0.20192725956439972,1449,0.4932940900325775,0.5506368279457092,2899
0.2012498676776886,1474,0.4917962849140167,0.5513911843299866,2949
0.20054344832897186,1499,0.49021226167678833,0.552179217338562,2999
0.19980528950691223,1524,0.48853346705436707,0.5530041456222534,3049
0.19903264939785004,1549,0.48675039410591125,0.5538692474365234,3099
0.19822195172309875,1574,0.48485270142555237,0.5547787547111511,3149
0.19736981391906738,1599,0.48282891511917114,0.555736780166626,3199
0.19647209346294403,1624,0.4806659519672394,0.5567482709884644,3249
0.19552414119243622,1649,0.47834935784339905,0.5578188896179199,3299
0.19452089071273804,1674,0.47586318850517273,0.5589547753334045,3349
0.19345609843730927,1699,0.4731895327568054,0.5601635575294495,3399
0.1923237442970276,1724,0.4703075885772705,0.5614526867866516,3449
0.191116064786911,1749,0.46719467639923096,0.5628317594528198,3499
0.1898242086172104,1774,0.4638252854347229,0.5643118023872375,3549
0.18843817710876465,1799,0.46017056703567505,0.5659053325653076,3599
0.18694660067558289,1824,0.45619744062423706,0.5676267743110657,3649
0.18533606827259064,1849,0.4518691301345825,0.5694932341575623,3699
0.18359124660491943,1874,0.44714343547821045,0.5715245008468628,3749
0.18169453740119934,1899,0.44197285175323486,0.5737435817718506,3799
0.1796250194311142,1924,0.4363035261631012,0.5761780738830566,3849
0.1773594170808792,1949,0.430073618888855,0.5788593888282776,3899
0.17486971616744995,1974,0.4232141971588135,0.5818257331848145,3949
0.17212410271167755,1999,0.41564714908599854,0.5851215720176697,3999
